Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
9u8cbgj,"POLYGON((-100.155487060547 25.6365966796875, -100.154113769531 25.6365966796875, -100.154113769531 25.6379699707031, -100.155487060547 25.6379699707031, -100.155487060547 25.6365966796875))",25.637,-100.155,25.638,-100.154,POINT(-100.155 25.63745),25.637,-100.155,Centro Habitacional Burócratas de Guadalupe,Juárez,Nuevo León,Mexico,MX-NLE,0.036,9,2020-10-02,5.1
9u8ccp5,"POLYGON((-100.147247314453 25.6585693359375, -100.145874023438 25.6585693359375, -100.145874023438 25.6599426269531, -100.147247314453 25.6599426269531, -100.147247314453 25.6585693359375))",25.659,-100.147,25.66,-100.146,POINT(-100.14668 25.65984),25.66,-100.147,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.041,18,2020-10-02,5.1
9u8cbct,"POLYGON((-100.155487060547 25.6283569335937, -100.154113769531 25.6283569335937, -100.154113769531 25.6297302246094, -100.155487060547 25.6297302246094, -100.155487060547 25.6283569335937))",25.628,-100.155,25.63,-100.154,POINT(-100.15482 25.62898),25.629,-100.155,Monte Kristal,Juárez,Nuevo León,Mexico,MX-NLE,0.077,15,2020-10-02,5.1
9u8cfjd,"POLYGON((-100.104675292969 25.6503295898438, -100.103302001953 25.6503295898438, -100.103302001953 25.6517028808594, -100.104675292969 25.6517028808594, -100.104675292969 25.6503295898438))",25.65,-100.105,25.652,-100.103,POINT(-100.10418 25.6511),25.651,-100.104,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.147,24,2020-10-02,5.1
9u8f12r,"POLYGON((-100.130767822266 25.6654357910156, -100.12939453125 25.6654357910156, -100.12939453125 25.6668090820312, -100.130767822266 25.6668090820312, -100.130767822266 25.6654357910156))",25.665,-100.131,25.667,-100.129,POINT(-100.13035 25.66622),25.666,-100.13,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.033,3,2020-10-02,5.1
9u8cfk6,"POLYGON((-100.093688964844 25.6434631347656, -100.092315673828 25.6434631347656, -100.092315673828 25.6448364257813, -100.093688964844 25.6448364257813, -100.093688964844 25.6434631347656))",25.643,-100.094,25.645,-100.092,POINT(-100.09324 25.64373),25.644,-100.093,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.02,7,2020-10-02,5.1
9u8cfjk,"POLYGON((-100.101928710938 25.6489562988281, -100.100555419922 25.6489562988281, -100.100555419922 25.6503295898438, -100.101928710938 25.6503295898438, -100.101928710938 25.6489562988281))",25.649,-100.102,25.65,-100.101,POINT(-100.1012 25.64933),25.649,-100.101,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.019,6,2020-10-02,5.1
9u8cb6s,"POLYGON((-100.178833007812 25.6338500976563, -100.177459716797 25.6338500976562, -100.177459716797 25.6352233886719, -100.178833007812 25.6352233886719, -100.178833007812 25.6338500976563))",25.634,-100.179,25.635,-100.177,POINT(-100.17759 25.63462),25.635,-100.178,Jardines de la Silla (Jardines),Juárez,Nuevo León,Mexico,MX-NLE,0.018,4,2020-10-02,5.1
9u8ccqs,"POLYGON((-100.134887695312 25.6558227539062, -100.133514404297 25.6558227539063, -100.133514404297 25.6571960449219, -100.134887695312 25.6571960449219, -100.134887695312 25.6558227539062))",25.656,-100.135,25.657,-100.134,POINT(-100.13435 25.65709),25.657,-100.134,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.02,6,2020-10-02,5.1
9u8cfxh,"POLYGON((-100.079956054688 25.6585693359375, -100.078582763672 25.6585693359375, -100.078582763672 25.6599426269531, -100.079956054688 25.6599426269531, -100.079956054688 25.6585693359375))",25.659,-100.08,25.66,-100.079,POINT(-100.07869 25.65921),25.659,-100.079,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.035,3,2020-10-02,5.1
9u8cfk3,"POLYGON((-100.095062255859 25.6434631347656, -100.093688964844 25.6434631347656, -100.093688964844 25.6448364257813, -100.095062255859 25.6448364257812, -100.095062255859 25.6434631347656))",25.643,-100.095,25.645,-100.094,POINT(-100.09441 25.64452),25.645,-100.094,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.066,11,2020-10-02,5.1
9u8cfkj,"POLYGON((-100.089569091797 25.64208984375, -100.088195800781 25.64208984375, -100.088195800781 25.6434631347656, -100.089569091797 25.6434631347656, -100.089569091797 25.64208984375))",25.642,-100.09,25.643,-100.088,POINT(-100.08831 25.64229),25.642,-100.088,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.039,5,2020-10-02,5.1
9u8ccqt,"POLYGON((-100.133514404297 25.6558227539063, -100.132141113281 25.6558227539062, -100.132141113281 25.6571960449219, -100.133514404297 25.6571960449219, -100.133514404297 25.6558227539063))",25.656,-100.134,25.657,-100.132,POINT(-100.13312 25.65684),25.657,-100.133,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.009,3,2020-10-02,5.1
9u8cfxc,"POLYGON((-100.084075927734 25.6626892089844, -100.082702636719 25.6626892089844, -100.082702636719 25.6640625, -100.084075927734 25.6640625, -100.084075927734 25.6626892089844))",25.663,-100.084,25.664,-100.083,POINT(-100.08326 25.66297),25.663,-100.083,,Juárez,Nuevo León,Mexico,MX-NLE,0.091,7,2020-10-02,5.1
9u8cc56,"POLYGON((-100.148620605469 25.6379699707031, -100.147247314453 25.6379699707031, -100.147247314453 25.6393432617188, -100.148620605469 25.6393432617188, -100.148620605469 25.6379699707031))",25.638,-100.149,25.639,-100.147,POINT(-100.14787 25.63857),25.639,-100.148,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.207,10,2020-10-02,5.1
9u8ccqw,"POLYGON((-100.132141113281 25.6558227539062, -100.130767822266 25.6558227539062, -100.130767822266 25.6571960449219, -100.132141113281 25.6571960449219, -100.132141113281 25.6558227539062))",25.656,-100.132,25.657,-100.131,POINT(-100.13149 25.65656),25.657,-100.131,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.005,3,2020-10-02,5.1
9u8ccwk,"POLYGON((-100.123901367188 25.6544494628906, -100.122528076172 25.6544494628906, -100.122528076172 25.6558227539062, -100.123901367188 25.6558227539063, -100.123901367188 25.6544494628906))",25.654,-100.124,25.656,-100.123,POINT(-100.12312 25.65503),25.655,-100.123,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.046,8,2020-10-02,5.1
9u8cfk8,"POLYGON((-100.096435546875 25.6448364257812, -100.095062255859 25.6448364257812, -100.095062255859 25.6462097167969, -100.096435546875 25.6462097167969, -100.096435546875 25.6448364257812))",25.645,-100.096,25.646,-100.095,POINT(-100.09586 25.64554),25.646,-100.096,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.008,3,2020-10-02,5.1
9u8ccw3,"POLYGON((-100.128021240234 25.6544494628906, -100.126647949219 25.6544494628906, -100.126647949219 25.6558227539062, -100.128021240234 25.6558227539063, -100.128021240234 25.6544494628906))",25.654,-100.128,25.656,-100.127,POINT(-100.12697 25.65574),25.656,-100.127,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.01,7,2020-10-02,5.1
9u8cf7u,"POLYGON((-100.090942382813 25.6407165527344, -100.089569091797 25.6407165527344, -100.089569091797 25.64208984375, -100.090942382813 25.64208984375, -100.090942382813 25.6407165527344))",25.641,-100.091,25.642,-100.09,POINT(-100.08992 25.64133),25.641,-100.09,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.071,10,2020-10-02,5.1
9u8cbgw,"POLYGON((-100.154113769531 25.6393432617188, -100.152740478516 25.6393432617188, -100.152740478516 25.6407165527344, -100.154113769531 25.6407165527344, -100.154113769531 25.6393432617188))",25.639,-100.154,25.641,-100.153,POINT(-100.15296 25.63965),25.64,-100.153,Valle de Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.06,22,2020-10-02,5.1
9u8cfkq,"POLYGON((-100.088195800781 25.6434631347656, -100.086822509766 25.6434631347656, -100.086822509766 25.6448364257812, -100.088195800781 25.6448364257812, -100.088195800781 25.6434631347656))",25.643,-100.088,25.645,-100.087,POINT(-100.08709 25.64423),25.644,-100.087,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.023,8,2020-10-02,5.1
9u8cbgq,"POLYGON((-100.154113769531 25.6379699707031, -100.152740478516 25.6379699707031, -100.152740478516 25.6393432617188, -100.154113769531 25.6393432617188, -100.154113769531 25.6379699707031))",25.638,-100.154,25.639,-100.153,POINT(-100.15348 25.63898),25.639,-100.153,Centro Habitacional Burócratas de Guadalupe,Juárez,Nuevo León,Mexico,MX-NLE,0.036,8,2020-10-02,5.1
9u8c8zm,"POLYGON((-100.155487060547 25.6159973144531, -100.154113769531 25.6159973144531, -100.154113769531 25.6173706054688, -100.155487060547 25.6173706054688, -100.155487060547 25.6159973144531))",25.616,-100.155,25.617,-100.154,POINT(-100.155 25.61618),25.616,-100.155,Arboledas de San Roque,Juárez,Nuevo León,Mexico,MX-NLE,0.154,13,2020-10-02,5.1
9u8cfkx,"POLYGON((-100.086822509766 25.6448364257812, -100.08544921875 25.6448364257812, -100.08544921875 25.6462097167969, -100.086822509766 25.6462097167969, -100.086822509766 25.6448364257812))",25.645,-100.087,25.646,-100.085,POINT(-100.08668 25.64495),25.645,-100.087,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.051,6,2020-10-02,5.1
9u8ccph,"POLYGON((-100.145874023438 25.6585693359375, -100.144500732422 25.6585693359375, -100.144500732422 25.6599426269531, -100.145874023438 25.6599426269531, -100.145874023438 25.6585693359375))",25.659,-100.146,25.66,-100.144,POINT(-100.14499 25.65942),25.659,-100.145,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.039,19,2020-10-02,5.1
9u8cbs3,"POLYGON((-100.171966552734 25.6434631347656, -100.170593261719 25.6434631347656, -100.170593261719 25.6448364257812, -100.171966552734 25.6448364257812, -100.171966552734 25.6434631347656))",25.643,-100.172,25.645,-100.171,POINT(-100.17109 25.64463),25.645,-100.171,Jardines de la Silla (Jardines),Juárez,Nuevo León,Mexico,MX-NLE,0.027,6,2020-10-02,5.1
9u8ccqx,"POLYGON((-100.130767822266 25.6558227539062, -100.12939453125 25.6558227539062, -100.12939453125 25.6571960449219, -100.130767822266 25.6571960449219, -100.130767822266 25.6558227539062))",25.656,-100.131,25.657,-100.129,POINT(-100.12992 25.65619),25.656,-100.13,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.064,17,2020-10-02,5.1
9u8ccwp,"POLYGON((-100.119781494141 25.653076171875, -100.118408203125 25.653076171875, -100.118408203125 25.6544494628906, -100.119781494141 25.6544494628906, -100.119781494141 25.653076171875))",25.653,-100.12,25.654,-100.118,POINT(-100.11913 25.65424),25.654,-100.119,,Juárez,Nuevo León,Mexico,MX-NLE,0.503,126,2020-10-02,5.1
9u8ccwm,"POLYGON((-100.122528076172 25.6544494628906, -100.121154785156 25.6544494628906, -100.121154785156 25.6558227539063, -100.122528076172 25.6558227539062, -100.122528076172 25.6544494628906))",25.654,-100.123,25.656,-100.121,POINT(-100.12204 25.65473),25.655,-100.122,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.183,118,2020-10-02,5.1
9u8ccyj,"POLYGON((-100.111541748047 25.653076171875, -100.110168457031 25.653076171875, -100.110168457031 25.6544494628906, -100.111541748047 25.6544494628906, -100.111541748047 25.653076171875))",25.653,-100.112,25.654,-100.11,POINT(-100.11025 25.6536),25.654,-100.11,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.034,4,2020-10-02,5.1
9u8cbgu,"POLYGON((-100.156860351562 25.6407165527344, -100.155487060547 25.6407165527344, -100.155487060547 25.64208984375, -100.156860351562 25.64208984375, -100.156860351562 25.6407165527344))",25.641,-100.157,25.642,-100.155,POINT(-100.15644 25.64096),25.641,-100.156,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.024,5,2020-10-02,5.1
9u8cfk5,"POLYGON((-100.092315673828 25.64208984375, -100.090942382813 25.64208984375, -100.090942382813 25.6434631347656, -100.092315673828 25.6434631347656, -100.092315673828 25.64208984375))",25.642,-100.092,25.643,-100.091,POINT(-100.09169 25.64259),25.643,-100.092,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.097,17,2020-10-02,5.1
9u8cfv6,"POLYGON((-100.071716308594 25.6489562988281, -100.070343017578 25.6489562988281, -100.070343017578 25.6503295898438, -100.071716308594 25.6503295898438, -100.071716308594 25.6489562988281))",25.649,-100.072,25.65,-100.07,POINT(-100.07108 25.64917),25.649,-100.071,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.053,7,2020-10-02,5.1
9u8cfxb,"POLYGON((-100.08544921875 25.6626892089844, -100.084075927734 25.6626892089844, -100.084075927734 25.6640625, -100.08544921875 25.6640625, -100.08544921875 25.6626892089844))",25.663,-100.085,25.664,-100.084,POINT(-100.08447 25.66366),25.664,-100.084,,Juárez,Nuevo León,Mexico,MX-NLE,0.106,9,2020-10-02,5.1
9u8cbgx,"POLYGON((-100.152740478516 25.6393432617188, -100.1513671875 25.6393432617188, -100.1513671875 25.6407165527344, -100.152740478516 25.6407165527344, -100.152740478516 25.6393432617188))",25.639,-100.153,25.641,-100.151,POINT(-100.15249 25.6399),25.64,-100.152,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.031,8,2020-10-02,5.1
9u8cbfu,"POLYGON((-100.156860351562 25.6352233886719, -100.155487060547 25.6352233886719, -100.155487060547 25.6365966796875, -100.156860351562 25.6365966796875, -100.156860351562 25.6352233886719))",25.635,-100.157,25.637,-100.155,POINT(-100.15613 25.63617),25.636,-100.156,,Juárez,Nuevo León,Mexico,MX-NLE,0.059,16,2020-10-02,5.1
9u8ccvv,"POLYGON((-100.111541748047 25.6517028808594, -100.110168457031 25.6517028808594, -100.110168457031 25.653076171875, -100.111541748047 25.653076171875, -100.111541748047 25.6517028808594))",25.652,-100.112,25.653,-100.11,POINT(-100.11058 25.6527),25.653,-100.111,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.035,27,2020-10-02,5.1
9u8ccqg,"POLYGON((-100.136260986328 25.6571960449219, -100.134887695312 25.6571960449219, -100.134887695312 25.6585693359375, -100.136260986328 25.6585693359375, -100.136260986328 25.6571960449219))",25.657,-100.136,25.659,-100.135,POINT(-100.13539 25.65731),25.657,-100.135,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.031,17,2020-10-02,5.1
9u8cf7v,"POLYGON((-100.089569091797 25.6407165527344, -100.088195800781 25.6407165527344, -100.088195800781 25.64208984375, -100.089569091797 25.64208984375, -100.089569091797 25.6407165527344))",25.641,-100.09,25.642,-100.088,POINT(-100.08902 25.64123),25.641,-100.089,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.021,23,2020-10-02,5.1
9u8c8yj,"POLYGON((-100.155487060547 25.609130859375, -100.154113769531 25.609130859375, -100.154113769531 25.6105041503906, -100.155487060547 25.6105041503906, -100.155487060547 25.609130859375))",25.609,-100.155,25.611,-100.154,POINT(-100.15437 25.60975),25.61,-100.154,Arboledas de San Roque,Juárez,Nuevo León,Mexico,MX-NLE,0.039,3,2020-10-02,5.1
9u8cb6t,"POLYGON((-100.177459716797 25.6338500976562, -100.176086425781 25.6338500976562, -100.176086425781 25.6352233886719, -100.177459716797 25.6352233886719, -100.177459716797 25.6338500976562))",25.634,-100.177,25.635,-100.176,POINT(-100.17732 25.63443),25.634,-100.177,Jardines de la Silla (Jardines),Juárez,Nuevo León,Mexico,MX-NLE,0.116,6,2020-10-02,5.1
9u8ccv1,"POLYGON((-100.117034912109 25.6475830078125, -100.115661621094 25.6475830078125, -100.115661621094 25.6489562988281, -100.117034912109 25.6489562988281, -100.117034912109 25.6475830078125))",25.648,-100.117,25.649,-100.116,POINT(-100.11652 25.6482),25.648,-100.117,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.066,3,2020-10-02,5.1
9u8cb6m,"POLYGON((-100.177459716797 25.6324768066406, -100.176086425781 25.6324768066406, -100.176086425781 25.6338500976562, -100.177459716797 25.6338500976562, -100.177459716797 25.6324768066406))",25.632,-100.177,25.634,-100.176,POINT(-100.17691 25.63317),25.633,-100.177,Jardines de la Silla (Jardines),Juárez,Nuevo León,Mexico,MX-NLE,0.14,7,2020-10-02,5.1
9u8ccpn,"POLYGON((-100.143127441406 25.6585693359375, -100.141754150391 25.6585693359375, -100.141754150391 25.6599426269531, -100.143127441406 25.6599426269531, -100.143127441406 25.6585693359375))",25.659,-100.143,25.66,-100.142,POINT(-100.14235 25.65865),25.659,-100.142,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.03,13,2020-10-02,5.1
9u8ccqc,"POLYGON((-100.139007568359 25.6571960449219, -100.137634277344 25.6571960449219, -100.137634277344 25.6585693359375, -100.139007568359 25.6585693359375, -100.139007568359 25.6571960449219))",25.657,-100.139,25.659,-100.138,POINT(-100.13797 25.65775),25.658,-100.138,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.114,17,2020-10-02,5.1
9u8cfjj,"POLYGON((-100.100555419922 25.6475830078125, -100.099182128906 25.6475830078125, -100.099182128906 25.6489562988281, -100.100555419922 25.6489562988281, -100.100555419922 25.6475830078125))",25.648,-100.101,25.649,-100.099,POINT(-100.09953 25.64814),25.648,-100.1,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.026,4,2020-10-02,5.1
9u8ccwq,"POLYGON((-100.121154785156 25.6544494628906, -100.119781494141 25.6544494628906, -100.119781494141 25.6558227539062, -100.121154785156 25.6558227539063, -100.121154785156 25.6544494628906))",25.654,-100.121,25.656,-100.12,POINT(-100.12044 25.65494),25.655,-100.12,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.007,5,2020-10-02,5.1
9u8f41g,"POLYGON((-100.103302001953 25.6736755371094, -100.101928710938 25.6736755371094, -100.101928710938 25.675048828125, -100.103302001953 25.675048828125, -100.103302001953 25.6736755371094))",25.674,-100.103,25.675,-100.102,POINT(-100.10234 25.67413),25.674,-100.102,,Juárez,Nuevo León,Mexico,MX-NLE,0.056,6,2020-10-02,5.1
9u8cfhz,"POLYGON((-100.097808837891 25.6462097167969, -100.096435546875 25.6462097167969, -100.096435546875 25.6475830078125, -100.097808837891 25.6475830078125, -100.097808837891 25.6462097167969))",25.646,-100.098,25.648,-100.096,POINT(-100.09736 25.6466),25.647,-100.097,Ciudad Benito Juárez,Juárez,Nuevo León,Mexico,MX-NLE,0.019,3,2020-10-02,5.1
9u8b3uh,"POLYGON((-100.112915039062 25.37841796875, -100.111541748047 25.37841796875, -100.111541748047 25.3797912597656, -100.112915039062 25.3797912597656, -100.112915039062 25.37841796875))",25.378,-100.113,25.38,-100.112,POINT(-100.1124 25.37959),25.38,-100.112,Santiago,Santiago,Nuevo León,Mexico,MX-NLE,0.053,6,2020-10-02,5.1
9u8b93e,"POLYGON((-100.136260986328 25.4086303710938, -100.134887695312 25.4086303710938, -100.134887695312 25.4100036621094, -100.136260986328 25.4100036621094, -100.136260986328 25.4086303710938))",25.409,-100.136,25.41,-100.135,POINT(-100.13622 25.40933),25.409,-100.136,Santiago,Santiago,Nuevo León,Mexico,MX-NLE,0.045,5,2020-10-02,5.1
9u8e5cv,"POLYGON((-100.375213623047 25.8494567871094, -100.373840332031 25.8494567871094, -100.373840332031 25.850830078125, -100.375213623047 25.850830078125, -100.375213623047 25.8494567871094))",25.849,-100.375,25.851,-100.374,POINT(-100.37489 25.84982),25.85,-100.375,Buena Vista,El Carmen,Nuevo León,Mexico,MX-NLE,0.077,7,2020-10-02,5.1
9u8ej4n,"POLYGON((-100.318908691406 25.850830078125, -100.317535400391 25.850830078125, -100.317535400391 25.8522033691406, -100.318908691406 25.8522033691406, -100.318908691406 25.850830078125))",25.851,-100.319,25.852,-100.318,POINT(-100.31846 25.8518),25.852,-100.318,,El Carmen,Nuevo León,Mexico,MX-NLE,0.028,7,2020-10-02,5.1
9u8eh4j,"POLYGON((-100.364227294922 25.850830078125, -100.362854003906 25.850830078125, -100.362854003906 25.8522033691406, -100.364227294922 25.8522033691406, -100.364227294922 25.850830078125))",25.851,-100.364,25.852,-100.363,POINT(-100.36352 25.85103),25.851,-100.364,Buena Vista,El Carmen,Nuevo León,Mexico,MX-NLE,0.102,5,2020-10-02,5.1
9u8dnz1,"POLYGON((-100.248870849609 25.7025146484375, -100.247497558594 25.7025146484375, -100.247497558594 25.7038879394531, -100.248870849609 25.7038879394531, -100.248870849609 25.7025146484375))",25.703,-100.249,25.704,-100.247,POINT(-100.2482 25.70308),25.703,-100.248,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.076,16,2020-10-02,5.1
9u8dp2e,"POLYGON((-100.224151611328 25.6668090820312, -100.222778320312 25.6668090820312, -100.222778320312 25.6681823730469, -100.224151611328 25.6681823730469, -100.224151611328 25.6668090820312))",25.667,-100.224,25.668,-100.223,POINT(-100.2236 25.66721),25.667,-100.224,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.041,5,2020-10-02,5.1
9u8cbr7,"POLYGON((-100.180206298828 25.6599426269531, -100.178833007812 25.6599426269531, -100.178833007812 25.6613159179688, -100.180206298828 25.6613159179688, -100.180206298828 25.6599426269531))",25.66,-100.18,25.661,-100.179,POINT(-100.17911 25.66035),25.66,-100.179,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.118,11,2020-10-02,5.1
9u8dn4z,"POLYGON((-100.273590087891 25.6791687011719, -100.272216796875 25.6791687011719, -100.272216796875 25.6805419921875, -100.273590087891 25.6805419921875, -100.273590087891 25.6791687011719))",25.679,-100.274,25.681,-100.272,POINT(-100.27251 25.67971),25.68,-100.273,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.014,6,2020-10-02,5.1
9u8cbrv,"POLYGON((-100.177459716797 25.6626892089844, -100.176086425781 25.6626892089844, -100.176086425781 25.6640625, -100.177459716797 25.6640625, -100.177459716797 25.6626892089844))",25.663,-100.177,25.664,-100.176,POINT(-100.17678 25.66309),25.663,-100.177,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.106,29,2020-10-02,5.1
9u8f0m9,"POLYGON((-100.182952880859 25.6942749023438, -100.181579589844 25.6942749023437, -100.181579589844 25.6956481933594, -100.182952880859 25.6956481933594, -100.182952880859 25.6942749023438))",25.694,-100.183,25.696,-100.182,POINT(-100.18273 25.69437),25.694,-100.183,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.006,3,2020-10-02,5.1
9u8dnum,"POLYGON((-100.243377685547 25.6874084472656, -100.242004394531 25.6874084472656, -100.242004394531 25.6887817382812, -100.243377685547 25.6887817382812, -100.243377685547 25.6874084472656))",25.687,-100.243,25.689,-100.242,POINT(-100.24296 25.68821),25.688,-100.243,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.027,35,2020-10-02,5.1
9u8dnv1,"POLYGON((-100.248870849609 25.6915283203125, -100.247497558594 25.6915283203125, -100.247497558594 25.6929016113281, -100.248870849609 25.6929016113281, -100.248870849609 25.6915283203125))",25.692,-100.249,25.693,-100.247,POINT(-100.24808 25.69165),25.692,-100.248,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.066,12,2020-10-02,5.1
9u8dnuw,"POLYGON((-100.242004394531 25.6887817382812, -100.240631103516 25.6887817382812, -100.240631103516 25.6901550292969, -100.242004394531 25.6901550292969, -100.242004394531 25.6887817382812))",25.689,-100.242,25.69,-100.241,POINT(-100.24154 25.68912),25.689,-100.242,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.005,6,2020-10-02,5.1
9u8dpj9,"POLYGON((-100.237884521484 25.6942749023438, -100.236511230469 25.6942749023438, -100.236511230469 25.6956481933594, -100.237884521484 25.6956481933594, -100.237884521484 25.6942749023438))",25.694,-100.238,25.696,-100.237,POINT(-100.23719 25.69464),25.695,-100.237,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.145,34,2020-10-02,5.1
9u89yhy,"POLYGON((-100.274963378906 25.6462097167969, -100.273590087891 25.6462097167969, -100.273590087891 25.6475830078125, -100.274963378906 25.6475830078125, -100.274963378906 25.6462097167969))",25.646,-100.275,25.648,-100.274,POINT(-100.27449 25.64661),25.647,-100.274,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.031,9,2020-10-02,5.1
9u8dnz4,"POLYGON((-100.247497558594 25.7025146484375, -100.246124267578 25.7025146484375, -100.246124267578 25.7038879394531, -100.247497558594 25.7038879394531, -100.247497558594 25.7025146484375))",25.703,-100.247,25.704,-100.246,POINT(-100.24677 25.7031),25.703,-100.247,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.153,131,2020-10-02,5.1
9u8dps4,"POLYGON((-100.214538574219 25.68603515625, -100.213165283203 25.68603515625, -100.213165283203 25.6874084472656, -100.214538574219 25.6874084472656, -100.214538574219 25.68603515625))",25.686,-100.215,25.687,-100.213,POINT(-100.21356 25.68691),25.687,-100.214,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.092,6,2020-10-02,5.1
9u89zqw,"POLYGON((-100.220031738281 25.6558227539063, -100.218658447266 25.6558227539062, -100.218658447266 25.6571960449219, -100.220031738281 25.6571960449219, -100.220031738281 25.6558227539063))",25.656,-100.22,25.657,-100.219,POINT(-100.21909 25.65663),25.657,-100.219,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.065,3,2020-10-02,5.1
9u8cbrk,"POLYGON((-100.178833007812 25.6599426269531, -100.177459716797 25.6599426269531, -100.177459716797 25.6613159179687, -100.178833007812 25.6613159179688, -100.178833007812 25.6599426269531))",25.66,-100.179,25.661,-100.177,POINT(-100.1785 25.66093),25.661,-100.178,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.029,6,2020-10-02,5.1
9u8dn4q,"POLYGON((-100.274963378906 25.6764221191406, -100.273590087891 25.6764221191406, -100.273590087891 25.6777954101562, -100.274963378906 25.6777954101562, -100.274963378906 25.6764221191406))",25.676,-100.275,25.678,-100.274,POINT(-100.27393 25.67695),25.677,-100.274,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.011,6,2020-10-02,5.1
9u8dnux,"POLYGON((-100.240631103516 25.6887817382812, -100.2392578125 25.6887817382812, -100.2392578125 25.6901550292969, -100.240631103516 25.6901550292969, -100.240631103516 25.6887817382812))",25.689,-100.241,25.69,-100.239,POINT(-100.23994 25.69008),25.69,-100.24,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.025,18,2020-10-02,5.1
9u8dph8,"POLYGON((-100.2392578125 25.6887817382812, -100.237884521484 25.6887817382812, -100.237884521484 25.6901550292969, -100.2392578125 25.6901550292969, -100.2392578125 25.6887817382812))",25.689,-100.239,25.69,-100.238,POINT(-100.2388 25.68986),25.69,-100.239,Guadalupe,Guadalupe,Nuevo León,Mexico,MX-NLE,0.002,3,2020-10-02,5.1
